,name,category,chain,chains,currentChainTvls
763,Moremoney,Lending,Avalanche,['Avalanche'],{'Avalanche': 886556.715}
764,NoahArkDAO,Reserve Currency,Avalanche,['Avalanche'],"{'Avalanche': 0, 'Avalanche-staking': 527.74033, 'staking': 527.74033}"
765,Cesta Finance,Reserve Currency,Avalanche,['Avalanche'],{'Avalanche': 35237.34482}
766,Railgun,Privacy,Ethereum,['Ethereum'],"{'BSC': 248309.54963, 'Ethereum': 3507572.32445, 'BSC-staking': 13013254.4628, 'Ethereum-staking': 23659924.44637, 'Polygon': 101783.88596, 'Polygon-staking': 0, 'Arbitrum': 86297.90785, 'staking': 36673178.90916}"
767,Alligator,Dexes,Avalanche,['Avalanche'],"{'Avalanche': 13912.92616, 'Avalanche-staking': 500.77304, 'staking': 500.77304}"
768,FuryLabs Finance,Farm,Fantom,['Fantom'],"{'pool2': 119.99849, 'Fantom-staking': 95.22276, 'Fantom-pool2': 119.99849, 'staking': 95.22276, 'Fantom': 12082.26159}"
769,Astral Farm,Farm,Fantom,['Fantom'],"{'pool2': 6.748, 'Fantom-staking': 145.07677, 'Fantom-pool2': 6.748, 'staking': 145.07677, 'Fantom': 3297.44543}"
770,DNA Dollar,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 0, 'pool2': 2576.20721, 'Cronos-pool2': 2576.20721, 'Cronos-staking': 291.38798, 'staking': 291.38798}"
771,2omb Finance,Algo-Stables,Fantom,['Fantom'],"{'pool2': 66183.29907, 'Fantom-staking': 31959.84662, 'Fantom-pool2': 66183.29907, 'staking': 31959.84662, 'Fantom': 0}"
772,Warp,Reserve Currency,Polygon,['Polygon'],"{'Polygon': 0, 'Polygon-staking': 0, 'staking': 0}"
773,ThetaCash,Staking,Theta,['Theta'],{'Theta': 816620.41666}
774,Tulip,Algo-Stables,Oasis,['Oasis'],"{'Oasis': 65990.36067, 'Oasis-staking': 0, 'staking': 0}"
775,Degen Haus,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 2118.50656, 'staking': 2118.50656, 'Fantom': 142859.03151}"
776,WigoSwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 3788769.33699, 'staking': 3788769.33699, 'Fantom': 5207877.06043}"
777,Knights of Fantom,Farm,Fantom,['Fantom'],"{'pool2': 157.98692, 'Fantom-staking': 0, 'Fantom-pool2': 157.98692, 'staking': 0, 'Fantom': 702.01051}"
778,Hubble,CDP,Solana,['Solana'],"{'Solana-staking': 890793.10161, 'Solana': 3334470.15621, 'staking': 890793.10161}"
779,ADAX Pro,Dexes,Cardano,['Cardano'],{}
780,Kassandra DAO,Indexes,Avalanche,['Avalanche'],{'Avalanche': 152159.60685}
781,CapitalDEX,Dexes,Ethereum,['Ethereum'],{'Ethereum': 34912.41105}
782,Blindex,Algo-Stables,RSK,['Rootstock'],{'Rootstock': 16049.6758}
783,Hexal,Reserve Currency,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 19.10095, 'staking': 19.10095}"
784,Oni Exchange,Dexes,Binance,['BSC'],"{'BSC': 3902.40116, 'BSC-staking': 531.87431, 'staking': 531.87431}"
785,Narwhalswap,Dexes,Binance,['BSC'],{'BSC': 382057.8122}
786,Hotfriescoin,Reserve Currency,Binance,['BSC'],{'BSC': 1872.10658}
787,AstroSwap,Dexes,Velas,['Velas'],{'Velas': 709147.46993}
788,Symblox,Synthetics,Velas,['Velas'],{'Velas': 10563.25472}
789,WOWswap,Dexes,Binance,['Avalanche'],"{'Metis': 0, 'Kava': 25.43338, 'Kava-staking': 0, 'IoTeX-staking': 228.4714, 'Heco-staking': 1.0025, 'BSC': 48424.345, 'IoTeX': 34911.9477, 'Ethereum': 3743.86055, 'BSC-staking': 13001.27491, 'Heco': 151.43036, 'Avalanche': 57846.94419, 'Avalanche-staking': 553.06419, 'Ethereum-staking': 0.09458, 'Polygon': 5822.41181, 'Metis-staking': 7.85286, 'Polygon-staking': 268.44103, 'staking': 14060.20146}"
790,Antimatter,Options,Ethereum,['BSC'],"{'Kava': 326.52234, 'BSC': 169250.87898, 'Ethereum': 21728.9967, 'Avalanche': 10954.4056, 'Ethereum-staking': 794027.05872, 'Arbitrum': 19885.58264, 'staking': 794027.05872}"
791,Animal Farm V1,Farm,Binance,['BSC'],"{'BSC': 37518.295, 'BSC-staking': 1194.94247, 'pool2': 12735.09645, 'BSC-pool2': 12735.09645, 'staking': 1194.94247}"
792,Sahara Exchange,Dexes,Oasis,['Oasis'],{'Oasis': 402.56639}
793,Minimax,Staking,Binance,['BSC'],{}
794,Maia DAO,Reserve Currency,Metis,['Metis'],{'Metis': 5421872.11429}
795,Bright Union,Insurance,Ethereum,['Ethereum'],"{'Ethereum': 49360.79724, 'pool2': 39031.77497, 'Ethereum-staking': 51696.27006, 'staking': 51696.27006, 'Ethereum-pool2': 39031.77497}"
796,Hermes Protocol,Dexes,Metis,['Metis'],"{'Metis': 10454827.44623, 'Metis-staking': 8202832.98887, 'staking': 8202832.98887}"
797,Algebra DEX,Dexes,Polygon,['Polygon'],"{'Polygon': 336878.00925, 'Polygon-staking': 80708.93073, 'staking': 80708.93073}"
798,Parasset,CDP,Ethereum,['Ethereum'],"{'Ethereum': 0.01172, 'Ethereum-staking': 4648717.9548, 'staking': 4648717.9548}"
799,ArthSwap,Dexes,Astar,['Astar'],"{'Astar': 17335345.26719, 'Astar-staking': 18911.87463, 'staking': 18911.87463}"
800,Kromatika,Dexes,Optimism,['Optimism'],"{'Optimism': 245348.65225, 'Optimism-staking': 14568.50593, 'Arbitrum-staking': 33461.18716, 'Ethereum': 101238.75564, 'Ethereum-staking': 48345.87892, 'Arbitrum': 123315.49585, 'staking': 96375.57202}"
801,1Beam,Dexes,Moonbeam,['Moonbeam'],{'Moonbeam': 3105.48065}
802,UXD,Algo-Stables,Solana,['Solana'],{'Solana': 4543351.15073}
803,Moonwell Apollo,Lending,Moonriver,['Moonriver'],"{'Moonriver-staking': 368826.47702, 'Moonriver': 8728410.21983, 'borrowed': 9775082.24932, 'Moonriver-borrowed': 9775082.24932, 'staking': 368826.47702}"
804,GotchiVault,Staking,Polygon,['Polygon'],{'Polygon': 3080291.08218}
805,Solidly,Dexes,Fantom,['Fantom'],{'Fantom': 1567228.51314}
806,Drachma,Dexes,Metis,['Metis'],"{'Metis': 8941.82856, 'Metis-borrowed': 0, 'borrowed': 0}"
807,Tomb Swap,Dexes,Fantom,['Fantom'],{'Fantom': 7511349.34633}
808,YieldFields,Dexes,Binance,['BSC'],{'BSC': 29192.50768}
809,Lizard,Dexes,Oasis,['Oasis'],{'Oasis': 297721.53924}
810,Cropper,Dexes,Solana,['Solana'],"{'Solana-staking': 207094.29937, 'Solana': 378319.2832, 'staking': 207094.29937}"
811,Crema Finance,Dexes,Solana,['Solana'],{'Solana': 337198.59484}
812,Savanna Finance,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 1739.8941, 'pool2': 612204.95967, 'Cronos-pool2': 612204.95967, 'Cronos-staking': 422709.736, 'staking': 422709.736}"
813,GemKeeper,Dexes,Oasis,['Oasis'],"{'Oasis': 192182.92031, 'Oasis-staking': 1095.77778, 'staking': 1095.77778}"
814,Bodh Finance,Lending,Boba,['Boba'],"{'Boba': 99720.39039, 'Boba-borrowed': 23323.56687, 'borrowed': 23323.56687}"
815,Volta DAO,Reserve Currency,Fantom,['Fantom'],"{'Avalanche': 21350.45396, 'Avalanche-staking': 2196.37883, 'Fantom-staking': 6716.81313, 'staking': 8913.19196, 'Fantom': 27932.1682}"
816,MiniPanther DAO,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 8.0522, 'staking': 8.0522, 'Fantom': 47.2682}"
817,GoodDollar,Staking,Ethereum,['Ethereum'],"{'Ethereum': 1527064.38288, 'Fuse-staking': 66913.46007, 'Fuse': 0, 'staking': 66913.46007}"
818,PegaSys,Dexes,Syscoin,['Syscoin'],{'Syscoin': 1709636.35479}
819,Jones DAO,Options Vault,Arbitrum,['Arbitrum'],"{'pool2': 4374167.7032, 'Arbitrum-staking': 9247440.80067, 'Arbitrum': 29852776.34571, 'Arbitrum-pool2': 4374167.7032, 'staking': 9247440.80067}"
820,NewSpace Finance,Farm,Binance,['BSC'],"{'BSC': 273.67158, 'BSC-staking': 0, 'pool2': 15.53738, 'BSC-pool2': 15.53738, 'staking': 0}"
821,Cemetery Finance,Farm,Fantom,['Fantom'],"{'pool2': 11.86371, 'Fantom-staking': 0, 'Fantom-pool2': 11.86371, 'staking': 0, 'Fantom': 3484.04094}"
822,SpectreFi,Farm,Fantom,['Fantom'],"{'pool2': 255.72246, 'Fantom-staking': 0, 'Fantom-pool2': 255.72246, 'staking': 0, 'Fantom': 36429.28314}"
823,Nightmare Finance,Farm,Fantom,['Fantom'],"{'pool2': 3.44138, 'Fantom-staking': 0, 'Fantom-pool2': 3.44138, 'staking': 0, 'Fantom': 1992.0795}"
824,The Don Finance,Farm,Fantom,['Fantom'],"{'pool2': 75.069, 'Fantom-staking': 39.04746, 'Fantom-pool2': 75.069, 'staking': 39.04746, 'Fantom': 409.59012}"
825,Aelin,Services,Ethereum,['Optimism'],"{'Optimism': 194411.8389, 'Optimism-pool2': 19463.40158, 'Optimism-staking': 1668538.1514, 'pool2': 31066.47062, 'Ethereum-pool2': 11603.06905, 'Ethereum': 105.76829, 'staking': 1668538.1514}"
826,Hashflow,Dexes,Ethereum,['Ethereum'],"{'Optimism': 131027.9999, 'BSC': 223368.21101, 'Ethereum': 1397502.13319, 'Avalanche': 21649.5015, 'Polygon': 528658.049, 'Arbitrum': 293049.39414}"
827,Chintai,Lending,EOS,['EOS'],{'EOS': 1691.89533}
828,PayCash,Dexes,EOS,['EOS'],{'EOS': 6046172.0233}
829,EOS REX,Lending,EOS,['EOS'],{'EOS': 67950640.39808}
830,Vesta Finance,CDP,Arbitrum,['Arbitrum'],"{'pool2': 747297.55582, 'Arbitrum': 17175981.63052, 'Arbitrum-pool2': 747297.55582}"
831,ClaimSwap,Dexes,Klaytn,['Klaytn'],"{'Klaytn-staking': 264264.65362, 'Klaytn': 3223406.51664, 'staking': 264264.65362}"
832,OGX,Synthetics,EOS,['EOS'],{'EOS': 47855.30932}
833,Equilibrium,CDP,EOS,['EOS'],{'EOS': 787555.11013}
834,ValleySwap,Dexes,Oasis,['Oasis'],{'Oasis': 16635504.00112}
835,WOOFi,Dexes,Binance,['Avalanche'],"{'Optimism': 486775.71975, 'Fantom-staking': 859487.77869, 'Arbitrum-staking': 4532125.08765, 'BSC': 1093815.43273, 'BSC-staking': 4264112.13236, 'Avalanche': 3169130.66414, 'Avalanche-staking': 6585645.18057, 'Polygon': 1130524.08848, 'Polygon-staking': 2846242.75573, 'Arbitrum': 1096831.07157, 'Fantom': 879849.11033, 'staking': 19087612.93499}"
836,Tropykus Finance,Lending,RSK,['Rootstock'],"{'Rootstock-borrowed': 783665.00219, 'Rootstock': 1203171.35101, 'borrowed': 783665.00219}"
837,PRISM Protocol,Staking,Terra,['Terra Classic'],"{'Terra Classic-staking': 40686.52249, 'Terra Classic': 13578.29938, 'staking': 40686.52249}"
838,ALEX,Dexes,Stacks,['Stacks'],"{'staking': 26590714.03951, 'Stacks': 32022481.32474, 'Stacks-staking': 26590714.03951}"
839,Pact,Dexes,Algorand,['Algorand'],{'Algorand': 11429110.19448}
840,Nereus Finance,Lending,Avalanche,['Avalanche'],{'Avalanche': 1414654.06491}
841,BetHash,Prediction Market,EOS,['EOS'],{'EOS': 122104.83844}
842,SportBet,Prediction Market,EOS,['EOS'],{'EOS': 93869.59545}
843,AtomicHub,Dexes,EOS,['Wax'],"{'EOS': 16839.9766, 'Wax': 394969.82648}"
844,MahaDAO Arth,CDP,Polygon,['Ethereum'],"{'pool2': 23150.11167, 'BSC-pool2': 10183.8501, 'Ethereum-pool2': 12966.26156, 'Ethereum': 64129.31385, 'Ethereum-staking': 484629.68068, 'Polygon': 0, 'staking': 484629.68068}"
845,Edge Protocol,Lending,Terra,['Terra Classic'],"{'Terra Classic-borrowed': 33479.85809, 'Terra Classic': 15769.91954, 'borrowed': 33479.85809}"
846,GTON Capital,Reserve Currency,Fantom,['Fantom'],"{'Fantom-staking': 68819.49288, 'staking': 68819.49288, 'Fantom': 51160.09715}"
847,Phantom Finance,Farm,Fantom,['Fantom'],"{'pool2': 69.98104, 'Fantom-staking': 0, 'Fantom-pool2': 69.98104, 'staking': 0, 'Fantom': 1840.48451}"
848,V3S Finance,Algo-Stables,Cronos,['Cronos'],"{'Cronos': 3553.60932, 'pool2': 137265.5839, 'Cronos-pool2': 137265.5839, 'Cronos-staking': 25702.65121, 'staking': 25702.65121}"
849,WhaleEx,Dexes,EOS,['EOS'],{'EOS': 3063714.33779}
850,Fountain Protocol,Lending,Oasis,['Oasis'],"{'Oasis-borrowed': 2453307.70716, 'Oasis': 2332019.04523, 'borrowed': 2453307.70716}"
851,KlayBank,Lending,Klaytn,['Klaytn'],"{'Klaytn-staking': 340653.86008, 'Klaytn': 7420803.22784, 'staking': 340653.86008}"
852,DMD Finance,Staking,EOS,['EOS'],{'EOS': 187500.10413}
853,DolphinSwap,Dexes,EOS,['EOS'],{'EOS': 11980.86734}
854,Demodyfi,Dexes,Binance,['Moonbeam'],"{'pool2': 7514.99899, 'BSC-pool2': 2201.13583, 'Moonbeam': 1546.87966, 'Ethereum-pool2': 5313.86316, 'BSC': 0, 'Ethereum': 0, 'BSC-staking': 2893.14615, 'Ethereum-staking': 3279.07878, 'staking': 6172.22493}"
855,Aurigami,Lending,Aurora,['Aurora'],"{'Aurora': 3743488.4907, 'borrowed': 1799629.66127, 'Aurora-borrowed': 1799629.66127}"
856,Minswap,Dexes,Cardano,['Cardano'],{'Cardano': 47255250.79246}
857,Zappy,Dexes,Telos,['Telos'],{'Telos': 214159.8233}
858,Grave Finance,Algo-Stables,Avalanche,['Avalanche'],"{'Avalanche': 725.79878, 'Avalanche-staking': 712.23623, 'pool2': 1.29369, 'Avalanche-pool2': 1.29369, 'staking': 712.23623}"
859,Starlay Finance,Lending,Astar,['Astar'],"{'Astar-borrowed': 4423597.28837, 'Astar': 3694018.28731, 'Astar-staking': 356107.76248, 'borrowed': 4423597.28837, 'staking': 356107.76248}"
860,Alcor Exchange,Dexes,EOS,['Wax'],"{'EOS': 4437.02652, 'Wax': 350213.63228}"
861,The Parallel,Gaming,Binance,['BSC'],"{'BSC': 0, 'BSC-staking': 10948.56789, 'staking': 10948.56789}"
862,Fantasm,Algo-Stables,Fantom,['Fantom'],"{'pool2': 981.01468, 'Fantom-staking': 0, 'Fantom-pool2': 981.01468, 'staking': 0, 'Fantom': 0}"
863,Floor Dao,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 6213496.29729, 'Ethereum-staking': 4502294.95807, 'staking': 4502294.95807}"
864,Solanax,Dexes,Solana,['Solana'],{'Solana': 7260.38173}
865,Spade Finance,Farm,Fantom,['Fantom'],"{'pool2': 2.67708, 'Fantom-staking': 12.15707, 'Fantom-pool2': 2.67708, 'staking': 12.15707, 'Fantom': 17.09248}"
866,Granary Finance,Lending,Fantom,['Fantom'],"{'Optimism': 2637863.05085, 'Metis': 1008706.70024, 'Arbitrum-borrowed': 123412.00166, 'BSC-borrowed': 55895.74946, 'Metis-borrowed': 751848.58854, 'BSC': 47411.66012, 'Fantom-borrowed': 7202419.83155, 'Ethereum': 44811.23763, 'Optimism-borrowed': 2461174.57086, 'Avalanche': 105091.366, 'Ethereum-borrowed': 5885.83903, 'Arbitrum': 282904.47037, 'borrowed': 10607303.1618, 'Fantom': 6710389.99039, 'Avalanche-borrowed': 6666.5807}"
867,RHEA DAO,Reserve Currency,Klaytn,['Klaytn'],"{'Klaytn-staking': 1340.99756, 'Klaytn': 0, 'staking': 1340.99756}"
868,Domination Finance,Synthetics,Ethereum,['Polygon'],"{'Boba': 8314.86323, 'Ethereum': 7354.55153, 'Polygon': 35264.23125}"
869,Bastion,Lending,Aurora,['Aurora'],"{'Aurora': 48868187.20385, 'borrowed': 5710576.46628, 'Aurora-borrowed': 5710576.46628}"
870,Mars Protocol,Lending,Terra,['Osmosis'],"{'Osmosis': 6269248.30278, 'Terra Classic': 0, 'Osmosis-borrowed': 4580110.91913, 'borrowed': 4580110.91913}"
871,Metavault DAO,Services,Ethereum,['Polygon'],"{'Ethereum': 16596.38645, 'Polygon': 336293.52923, 'Ethereum-staking': 379220.72428, 'staking': 379220.72428}"
872,Gamblefi,Reserve Currency,Cronos,['Cronos'],"{'Cronos': 458.61726, 'Cronos-staking': 0, 'staking': 0}"
873,Excalibur,Dexes,Fantom,['Fantom'],{'Fantom': 116211.36184}
874,Proton Loan,Lending,Proton,['Proton'],"{'Proton-staking': 1802417.41105, 'Proton-borrowed': 635404.06767, 'Proton': 2304088.67303, 'borrowed': 635404.06767, 'staking': 1802417.41105}"
875,LIFE,Farm,Fantom,['Fantom'],"{'pool2': 3.66139, 'Fantom-staking': 3.6015, 'Fantom-pool2': 3.66139, 'staking': 3.6015, 'Fantom': 1613.23156}"
876,StrikeX,Dexes,Binance,['BSC'],"{'BSC': 831.33748, 'BSC-staking': 3144839.43763, 'pool2': 27.15186, 'BSC-pool2': 27.15186, 'staking': 3144839.43763}"
877,Solrise Finance,Indexes,Solana,['Solana'],"{'Solana-staking': 303911.32518, 'Solana': 86375.31365, 'staking': 303911.32518}"
878,01,Dexes,Solana,['Solana'],{'Solana': 12542527.46555}
879,Risk Harbor,Insurance,Terra,['Terra2'],"{'Optimism': 71359.57922, 'Terra Classic': 0, 'Ethereum': 33061.21703, 'Aurora': 3.83397, 'Avalanche': 103343.54559, 'Arbitrum': 16624.50941, 'Terra2': 8570251.64457, 'Fantom': 26.20456}"
880,Burrow,Lending,Near,['Near'],"{'Near-borrowed': 3403811.02833, 'Near': 10693897.50261, 'borrowed': 3403811.02833}"
881,AAVE V3,Lending,Optimism,['Ethereum'],"{'Optimism': 91296734.56802, 'Arbitrum-borrowed': 53527200.86442, 'Polygon-borrowed': 62827133.32167, 'Harmony': 0, 'Harmony-borrowed': 1316752.24939, 'Fantom-borrowed': 113923.04693, 'Ethereum': 525909880.38636, 'Optimism-borrowed': 27822047.4489, 'Avalanche': 262157548.47096, 'Polygon': 135987676.71241, 'Ethereum-borrowed': 276200183.1697, 'Arbitrum': 90347518.49482, 'borrowed': 513693795.62408, 'Fantom': 908136.47789, 'Avalanche-borrowed': 91886555.52307}"
882,Chaotic Finance,Derivatives,Moonriver,['Moonriver'],{'Moonriver': 19869.55796}
883,Jumbo Exchange,Dexes,Near,['Near'],{'Near': 267217.73174}
884,Babena,CDP,Kadena,['Kadena'],"{'Kadena-staking': 130771.94327, 'Kadena': 157015.80388, 'staking': 130771.94327}"
885,Kujira Orca,Services,Terra,['Kujira'],{'Kujira': 214261.31855}
886,Angel Protocol,Services,Terra,['Terra Classic'],{'Terra Classic': 446.68026}
887,BaksDAO,Lending,Binance,['BSC'],{'BSC': 55.6016}
888,Darkness,Dexes,Cronos,['Cronos'],"{'Cronos': 88080.47861, 'pool2': 91160.42915, 'Cronos-pool2': 91160.42915, 'Cronos-staking': 5059.72933, 'staking': 5059.72933}"
889,Cykura,Dexes,Solana,['Solana'],{'Solana': 44260.87691}
890,ClaySwap,Farm,Binance,['BSC'],"{'BSC': 956.73127, 'BSC-staking': 4.10469, 'pool2': 37.26472, 'BSC-pool2': 37.26472, 'staking': 4.10469}"
891,Pear DAO,Dexes,Binance,['BSC'],"{'BSC': 27417.5802, 'BSC-staking': 643318.82112, 'pool2': 401076.81921, 'BSC-pool2': 401076.81921, 'staking': 643318.82112}"
892,PanKUKU,Dexes,Binance,['BSC'],{'BSC': 354.90013}
893,Philetairus Socius,Dexes,Fantom,['Fantom'],"{'pool2': 19.69284, 'Fantom-staking': 6.94634, 'Fantom-pool2': 19.69284, 'staking': 6.94634, 'Fantom': 182.17782}"
894,Anedak,Dexes,Kadena,['Kadena'],{'Kadena': 19335.02459}
895,LuckyChip,Prediction Market,Binance,['BSC'],"{'BSC': 246024.41828, 'BSC-staking': 47964.08538, 'staking': 47964.08538}"
896,eckoDAO,Dexes,Kadena,['Kadena'],"{'Kadena-staking': 3471486.95145, 'Kadena': 1891825.00577, 'staking': 3471486.95145}"
897,Swim Protocol,Cross Chain,Solana,['Solana'],{'Solana': 106016.68601}
898,Rikkei Finance,Lending,Binance,['BSC'],"{'BSC': 171099.30141, 'BSC-borrowed': 231016.21834, 'borrowed': 231016.21834}"
899,Stargate,Cross Chain,Ethereum,['Ethereum'],"{'Optimism': 49387611.10621, 'Metis': 6356447.77928, 'Goerli': 44687.7643, 'BSC': 21742829.45584, 'Ethereum': 77947889.45188, 'Avalanche': 41934218.28427, 'Polygon': 21799487.67511, 'Arbitrum': 76191232.10335, 'Fantom': 21545816.33489}"
900,DeFIL,Lending,Ethereum,['Ethereum'],"{'pool2': 34846.18025, 'BSC-pool2': 28846.17113, 'Ethereum-pool2': 6000.00912, 'BSC': 186.26238, 'Ethereum': 153096.23713, 'BSC-staking': 186.26238, 'Ethereum-staking': 153096.23713, 'Ethereum-borrowed': 0, 'borrowed': 0, 'staking': 153282.49951}"
901,ViteX,Dexes,Vite,['Vite'],{'Vite': 5488207.0818}
902,Viva,Staking,Vite,['Vite'],{'Vite': 74200.23862}
903,Penguin,Dexes,Solana,['Solana'],{'Solana': 1050275.90499}
904,MeowSwapFi,Dexes,Cardano,['Cardano'],{'Cardano': 36469.60701}
905,BeefStake,Staking,Vite,['Vite'],{'Vite': 36024.98602}
906,ButterSwap,Dexes,Heco,['BSC'],"{'BSC': 80312.83562, 'BSC-staking': 0, 'Heco': 12155.3953, 'Heco-staking': 0, 'staking': 0}"
907,HebeSwap,Dexes,EthereumClassic,['EthereumClassic'],{'EthereumClassic': 236547.5576}
908,Aperture Finance,Leveraged Farming,Terra,['Terra Classic'],"{'Avalanche': 78407.64, 'Terra Classic': 164373.13696}"
909,Valas Finance,Lending,Binance,['BSC'],"{'pool2': 163865.39079, 'BSC-borrowed': 5350313.03305, 'BSC-pool2': 163865.39079, 'BSC': 5566250.25066, 'BSC-staking': 754353.19679, 'borrowed': 5350313.03305, 'staking': 754353.19679}"
910,Sherpa Cash,Privacy,Avalanche,['Avalanche'],{'Avalanche': 28751.2}
911,LaserSwap,Dexes,ThunderCore,['ThunderCore'],{'ThunderCore': 326096.65138}
912,Puzzle Swap,Dexes,Waves,['Waves'],{'Waves': 415999.25385}
913,StableKoi,Dexes,Godwoken,['Godwoken'],"{'Godwoken': 61986.25164, 'Godwoken-staking': 0, 'GodwokenV1': 5188.33559, 'staking': 0}"
914,MilkySwap,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 298719.78128}
915,OccamX,Dexes,Milkomeda,['Milkomeda C1'],{'Milkomeda C1': 941314.2207}
916,Strips Finance,Derivatives,Arbitrum,['Arbitrum'],"{'pool2': 0, 'Arbitrum': 0, 'Arbitrum-pool2': 0}"
917,Symbiosis Finance,Cross Chain,Ethereum,['Ethereum'],"{'Kava': 13002.02561, 'Boba_Bnb': 188837.04428, 'BSC': 115312.03868, 'Boba': 263171.94217, 'Boba_Avax': 9822.07253, 'Ethereum': 369232.56882, 'Aurora': 4.34143, 'Avalanche': 235589.06004, 'Polygon': 56139.63701, 'Telos': 95771.60619}"
918,RubikFarm,Farm,Binance,['BSC'],"{'BSC': 27.31103, 'BSC-staking': 234.62184, 'pool2': 0, 'BSC-pool2': 0, 'staking': 234.62184}"
919,The Idols,Reserve Currency,Ethereum,['Ethereum'],"{'Ethereum': 4887978.06897, 'Ethereum-staking': 132979.7369, 'staking': 132979.7369}"
920,Crystalvale,Dexes,DFK,['DFK'],"{'DFK-staking': 167949.79566, 'DFK': 9009550.55237, 'staking': 167949.79566}"
921,Greenhouse,Dexes,Polygon,['Polygon'],{'Polygon': 3941.39503}
922,WingRiders,Dexes,Cardano,['Cardano'],{'Cardano': 16387067.27434}
923,Antex,Launchpad,Binance,['BSC'],{'BSC': 21133.60557}
924,Amaterasu Finance,Dexes,Aurora,['Aurora'],{'Aurora': 8660.43779}
925,UniDex,Derivatives,Fantom,['Fantom'],"{'BSC': 4265.30514, 'Optimism': 796985.46443, 'Boba': 29225.03197, 'Metis': 30012.30332, 'Fantom': 1727491.90417}"
926,SpiritSwap Lending,Lending,Fantom,['Fantom'],"{'Fantom-borrowed': 165657.36888, 'borrowed': 165657.36888, 'Fantom': 705737.83078}"
927,Picnic,Indexes,Polygon,['Polygon'],{'Polygon': 106823.60542}
928,Concave,Services,Ethereum,['Ethereum'],{'Ethereum': 396380.10157}
929,DDDX,Dexes,Binance,['BSC'],"{'BSC': 11424.05216, 'BSC-staking': 0, 'staking': 0}"
930,Stake1,Lending,Fantom,['Fantom'],"{'pool2': 78.89828, 'Fantom-pool2': 78.89828, 'Fantom': 1102.05007}"
931,Mockingbird,Farm,Fantom,['Fantom'],"{'pool2': 1.07475, 'Fantom-staking': 0, 'Fantom-pool2': 1.07475, 'staking': 0, 'Fantom': 1164.50586}"
932,Milko Farm,Farm,Milkomeda,['Milkomeda C1'],"{'Milkomeda C1-pool2': 41.61974, 'Milkomeda C1-staking': 695.07865, 'pool2': 41.61974, 'Milkomeda C1': 3006.9345, 'staking': 695.07865}"
933,Kagla Finance,Dexes,Astar,['Astar'],"{'Astar': 2327060.6485, 'Astar-staking': 18262.22469, 'staking': 18262.22469}"
934,Proton Swap,Dexes,Proton,['Proton'],{'Proton': 2523372.60219}
935,Nested,Services,Binance,['Arbitrum'],"{'Optimism': 219745.28551, 'BSC': 450494.43079, 'Ethereum': 256551.57791, 'Avalanche': 60804.00144, 'Polygon': 414625.0269, 'Arbitrum': 837884.17749}"
936,0vix,Lending,Polygon,['Polygon'],"{'Polygon': 5616416.75363, 'Polygon-borrowed': 3210631.64379, 'borrowed': 3210631.64379}"
937,Polynomial Protocol,Options Vault,Optimism,['Optimism'],{'Optimism': 643427.17222}
938,RadioShack,Dexes,Ethereum,['BSC'],"{'Optimism': 24539.79943, 'Cronos': 132058.48747, 'Optimism-staking': 0, 'Fantom-staking': 0, 'Cronos-staking': 0, 'BSC': 1451694.63961, 'Dogechain': 4326.45024, 'Ethereum': 1251378.50848, 'BSC-staking': 63200.00109, 'Avalanche': 856923.47101, 'Avalanche-staking': 17513.82969, 'Ethereum-staking': 122071.33394, 'Polygon': 686121.46464, 'Dogechain-staking': 0, 'Polygon-staking': 21314.17395, 'Fantom': 13716.86263, 'staking': 224099.33868}"
939,DeltaTheta,Options,Binance,['BSC'],"{'BSC': 70409.73179, 'Polygon': 327.47808}"
940,Astar Exchange,Dexes,Astar,['Astar'],{'Astar': 22258.89437}
941,TroyDefi,Farm,Binance,['BSC'],"{'BSC': 497.9189, 'BSC-staking': 0, 'pool2': 78.26074, 'BSC-pool2': 78.26074, 'staking': 0}"
942,DarumaDAO,Reserve Currency,Godwoken,['Godwoken'],"{'Godwoken': 0, 'Godwoken-staking': 100579.16, 'staking': 100579.16}"
943,Astrowar Finance,Staking,Harmony,['Harmony'],{'Harmony': 13.89349}
944,LendFlare,Lending,Ethereum,['Ethereum'],{'Ethereum': 836770.68733}
945,SingularityDAO,Yield,Ethereum,['Ethereum'],"{'pool2': 311932.90538, 'BSC-pool2': 107730.82628, 'Ethereum-pool2': 204202.0791, 'BSC': 257256.75308, 'Ethereum': 3624788.84586, 'BSC-staking': 5872143.95434, 'Ethereum-staking': 32431156.94924, 'staking': 38303300.90358}"
946,Humble Defi,Dexes,Algorand,['Algorand'],{'Algorand': 3900305.4062}
947,BAO Markets,Lending,Ethereum,['Ethereum'],"{'Ethereum': 354445.51564, 'Ethereum-borrowed': 0, 'borrowed': 0}"
948,BAO Ballast,CDP,Ethereum,['Ethereum'],{'Ethereum': 228393.95364}
