,name,category,chain,chains,currentChainTvls,currentChainTvls_agg,Tokens
1215,TiFi,Dexes,Binance,['BSC'],"{'BSC': 26987.48328, 'BSC-staking': 904446.78637, 'staking': 904446.78637}",1835881.05602,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1216,UltronSwap,Dexes,Ultron,['Ultron'],"{'Ultron': 8461748.8638, 'Ultron-staking': 281742.11975, 'staking': 281742.11975}",9025233.103300001,"dict_keys(['Ultron', 'Ultron-staking', 'staking'])"
1217,WTFDOGE,Farm,Dogechain,['Dogechain'],"{'Dogechain': 95.39823, 'Dogechain-pool2': 0, 'pool2': 0, 'Dogechain-staking': 0, 'staking': 0}",95.39823,"dict_keys(['Dogechain', 'Dogechain-pool2', 'pool2', 'Dogechain-staking', 'staking'])"
1218,Madmex,Derivatives,Polygon,['Polygon'],{'Polygon': 1431351.26296},1431351.26296,dict_keys(['Polygon'])
1219,Bitgert Swap,Dexes,Bitgert,['Bitgert'],{'Bitgert': 16719.08547},16719.08547,dict_keys(['Bitgert'])
1220,SSAP,Lending,Oasis,['CLV'],"{'Oasis-borrowed': 0, 'Oasis': 4.20232, 'CLV-borrowed': 32.57707, 'borrowed': 32.57707, 'CLV': 25.95108}",95.30754,"dict_keys(['Oasis-borrowed', 'Oasis', 'CLV-borrowed', 'borrowed', 'CLV'])"
1221,Helio Protocol,CDP,Binance,['BSC'],{'BSC': 67018954.4499},67018954.4499,dict_keys(['BSC'])
1222,Phission Finance,Derivatives,Ethereum,['Ethereum'],"{'Ethereum': 982.59105, 'pool2': 479.93285, 'Ethereum-pool2': 479.93285}",1942.4567499999998,"dict_keys(['Ethereum', 'pool2', 'Ethereum-pool2'])"
1223,Lif3 Swap,Dexes,Tombchain,['Tombchain'],"{'Tombchain': 935628.19633, 'Tombchain-staking': 109394.81739, 'staking': 109394.81739}",1154417.83111,"dict_keys(['Tombchain', 'Tombchain-staking', 'staking'])"
1224,CantoSwap,Dexes,Canto,['Canto'],{'Canto': 106853.32511},106853.32511,dict_keys(['Canto'])
1225,Crescent Dex,Dexes,Crescent,['Crescent'],{'Crescent': 8217278.16874},8217278.16874,dict_keys(['Crescent'])
1226,Juggler Red,Dexes,Optimism,['Optimism'],{'Optimism': 741.21245},741.21245,dict_keys(['Optimism'])
1227,forlend,Lending,Findora,['Findora'],"{'Findora': 103527.12907, 'Findora-borrowed': 37134.69585, 'borrowed': 37134.69585}",177796.52076999997,"dict_keys(['Findora', 'Findora-borrowed', 'borrowed'])"
1228,KLEX Finance,Dexes,Klaytn,['Klaytn'],{'Klaytn': 327540.17297},327540.17297,dict_keys(['Klaytn'])
1229,Klaylend Finance,Farm,Klaytn,['Klaytn'],"{'Klaytn-pool2': 0, 'pool2': 0, 'Klaytn-staking': 0, 'Klaytn': 0, 'staking': 0}",0.0,"dict_keys(['Klaytn-pool2', 'pool2', 'Klaytn-staking', 'Klaytn', 'staking'])"
1230,Logium,Derivatives,Ethereum,['Ethereum'],{'Ethereum': 2317.06706},2317.06706,dict_keys(['Ethereum'])
1231,Junoswap,Dexes,Juno,['Juno'],{'Juno': 0},0.0,dict_keys(['Juno'])
1232,Roe Finance,Lending,Ethereum,['Ethereum'],"{'Arbitrum-borrowed': 10581.3817, 'Polygon-borrowed': 6140.14812, 'Ethereum': 173369.41699, 'Polygon': 57054.76718, 'Ethereum-borrowed': 209.61026, 'Arbitrum': 121835.80588, 'borrowed': 16931.14008}",386122.27020999993,"dict_keys(['Arbitrum-borrowed', 'Polygon-borrowed', 'Ethereum', 'Polygon', 'Ethereum-borrowed', 'Arbitrum', 'borrowed'])"
1233,Aurora Plus,Services,Aurora,['Aurora'],{'Aurora': 7901251.51868},7901251.51868,dict_keys(['Aurora'])
1234,ElonSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 415.56773},415.56773,dict_keys(['Dogechain'])
1235,SweetSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 1887.7737},1887.7737,dict_keys(['Dogechain'])
1236,Goat Swap,Dexes,Solana,['Solana'],{'Solana': 252.28084},252.28084,dict_keys(['Solana'])
1237,FNDZ,Dexes,Binance,['BSC'],"{'BSC': 27336.60104, 'BSC-staking': 85012.87233, 'staking': 85012.87233}",197362.3457,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1238,Ease.org,Insurance,Ethereum,['Ethereum'],"{'Ethereum': 6957196.54864, 'Ethereum-staking': 494660.92485, 'staking': 494660.92485}",7946518.39834,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
1239,RociFi V1,Lending,Polygon,['Polygon'],"{'Polygon': 32188.0431, 'Polygon-borrowed': 0, 'borrowed': 0}",32188.0431,"dict_keys(['Polygon', 'Polygon-borrowed', 'borrowed'])"
1240,Chocodoge,Algo-Stables,Dogechain,['Dogechain'],"{'Dogechain': 5995.16805, 'Dogechain-pool2': 1115.69269, 'pool2': 1115.69269, 'Dogechain-staking': 13.95444, 'staking': 13.95444}",8254.462309999999,"dict_keys(['Dogechain', 'Dogechain-pool2', 'pool2', 'Dogechain-staking', 'staking'])"
1241,VanSwap,Dexes,Vision,['Vision'],"{'Vision': 10191033.60007, 'Vision-staking': 528389.48703, 'staking': 528389.48703}",11247812.574129999,"dict_keys(['Vision', 'Vision-staking', 'staking'])"
1242,OpenSky Finance,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 339059.40449, 'Ethereum-borrowed': 123194.77605, 'borrowed': 123194.77605}",585448.95659,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1243,Powaa Protocol,Staking,Ethereum,['Ethereum'],{'Ethereum': 9119.6723},9119.6723,dict_keys(['Ethereum'])
1244,Interlay Collateral,Cross Chain,Interlay,['Interlay'],{'Interlay': 3950363.1},3950363.1,dict_keys(['Interlay'])
1245,MetalSwap,Derivatives,Ethereum,['Ethereum'],"{'pool2': 37952.463, 'Polygon-pool2': 37952.463, 'BSC': 0, 'Ethereum': 504649.45312, 'BSC-staking': 314735.62131, 'Ethereum-staking': 387651.07246, 'staking': 702386.69377}",1985327.76666,"dict_keys(['pool2', 'Polygon-pool2', 'BSC', 'Ethereum', 'BSC-staking', 'Ethereum-staking', 'staking'])"
1246,dAMM Finance,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Ethereum': 360361.36735, 'Ethereum-borrowed': 77601.34414, 'borrowed': 77601.34414}",515564.05563,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1247,Polyo Exchange,Dexes,Binance,['BSC'],{'BSC': 0},0.0,dict_keys(['BSC'])
1248,Yupana,Lending,Tezos,['Tezos'],"{'Tezos-borrowed': 68053.79574, 'borrowed': 68053.79574, 'Tezos': 138847.65779}",274955.24927000003,"dict_keys(['Tezos-borrowed', 'borrowed', 'Tezos'])"
1249,DogeMuskSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 16907.19111},16907.19111,dict_keys(['Dogechain'])
1250,Fraxlend,Lending,Ethereum,['Ethereum'],{'Ethereum': 89028227.0432},89028227.0432,dict_keys(['Ethereum'])
1251,Inuswap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 270.15583},270.15583,dict_keys(['Dogechain'])
1252,Procyon,Farm,Cronos,['Cronos'],"{'Cronos': 65.46499, 'pool2': 2.0594, 'Cronos-pool2': 2.0594, 'Cronos-staking': 3.97561, 'staking': 3.97561}",77.53501,"dict_keys(['Cronos', 'pool2', 'Cronos-pool2', 'Cronos-staking', 'staking'])"
1253,Symphony Finance,Dexes,Optimism,['Polygon'],"{'Optimism': 3218.45586, 'Avalanche': 1041.40377, 'Polygon': 17970.32706}",22230.18669,"dict_keys(['Optimism', 'Avalanche', 'Polygon'])"
1254,Pluto,Reserve Currency,Waves,['Waves'],{'Waves': 1452897.18875},1452897.18875,dict_keys(['Waves'])
1255,Hectagon,Staking,Binance,['BSC'],"{'BSC': 150074.57052, 'BSC-staking': 52150.57846, 'staking': 52150.57846}",254375.72744,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1256,BakedPotatoes,Staking,Dogechain,['Dogechain'],{'Dogechain': 0.88953},0.88953,dict_keys(['Dogechain'])
1257,Chee Finance,Lending,Celo,['Meter'],"{'Meter-borrowed': 623.03968, 'BSC-borrowed': 226.23173, 'Meter': 430952.89834, 'BSC': 1113.42789, 'Celo': 42825.18115, 'borrowed': 162991.76378, 'Celo-borrowed': 162142.49237}",800875.03494,"dict_keys(['Meter-borrowed', 'BSC-borrowed', 'Meter', 'BSC', 'Celo', 'borrowed', 'Celo-borrowed'])"
1258,Aequinox,Dexes,Binance,['BSC'],{'BSC': 633431.04998},633431.04998,dict_keys(['BSC'])
1259,Algofi Swap,Dexes,Algorand,['Algorand'],{'Algorand': 1156891.3744},1156891.3744,dict_keys(['Algorand'])
1260,ScarySwap,Dexes,Fantom,['Fantom'],"{'Fantom-staking': 2002.38889, 'staking': 2002.38889, 'Fantom': 39203.16624}",43207.944019999995,"dict_keys(['Fantom-staking', 'staking', 'Fantom'])"
1261,BoneSwap,Farm,Dogechain,['Dogechain'],"{'Dogechain': 539.79268, 'Dogechain-pool2': 323.35942, 'pool2': 323.35942, 'Dogechain-staking': 292.36705, 'staking': 292.36705}",1771.2456200000001,"dict_keys(['Dogechain', 'Dogechain-pool2', 'pool2', 'Dogechain-staking', 'staking'])"
1262,SeaLightSwap,Dexes,Polygon,['Polygon'],{'Polygon': 43.18415},43.18415,dict_keys(['Polygon'])
1263,Muffin,Dexes,Ethereum,['Ethereum'],{'Ethereum': 117684.12557},117684.12557,dict_keys(['Ethereum'])
1264,OKCSwap,Dexes,OKExChain,['OKExChain'],{'OKExChain': 27554545.99867},27554545.99867,dict_keys(['OKExChain'])
1265,FstSwap,Dexes,Binance,['BSC'],{'BSC': 1911675.14161},1911675.14161,dict_keys(['BSC'])
1266,Titano Swych,Dexes,Binance,['BSC'],{'BSC': 4638791.08452},4638791.08452,dict_keys(['BSC'])
1267,Orbit,Services,Polygon,['Polygon'],{'Polygon': 28882.11073},28882.11073,dict_keys(['Polygon'])
1268,HopSwap,Dexes,Cronos,['Cronos'],{'Cronos': 25674.2088},25674.2088,dict_keys(['Cronos'])
1269,MoonLift,Dexes,Binance,['BSC'],{'BSC': 1262.85837},1262.85837,dict_keys(['BSC'])
1270,W3swap,Dexes,Binance,['BSC'],{'BSC': 28782395.95214},28782395.95214,dict_keys(['BSC'])
1271,PYEswap,Dexes,Binance,['BSC'],{'BSC': 14001.40581},14001.40581,dict_keys(['BSC'])
1272,UwU Lend,Lending,Ethereum,['Ethereum'],"{'Ethereum': 67889902.64692, 'pool2': 15007325.60966, 'Ethereum-borrowed': 163607047.59711, 'borrowed': 163607047.59711, 'Ethereum-pool2': 15007325.60966}",425118649.06046,"dict_keys(['Ethereum', 'pool2', 'Ethereum-borrowed', 'borrowed', 'Ethereum-pool2'])"
1273,Wojak Finance,Dexes,Dogechain,['Dogechain'],"{'Dogechain': 24793.1984, 'Dogechain-staking': 16857.20637, 'staking': 16857.20637}",58507.61114,"dict_keys(['Dogechain', 'Dogechain-staking', 'staking'])"
1274,DOOAR,Dexes,Binance,['Solana'],"{'BSC': 728050.02487, 'Solana': 6334130.24105}",7062180.26592,"dict_keys(['BSC', 'Solana'])"
1275,WinerySwap,Dexes,Binance,['BSC'],{'BSC': 762230.06877},762230.06877,dict_keys(['BSC'])
1276,Pls2e,Dexes,Binance,['BSC'],{'BSC': 41977.19905},41977.19905,dict_keys(['BSC'])
1277,ApexSwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 97.62943},97.62943,dict_keys(['Avalanche'])
1278,Frax Swap,Dexes,Ethereum,['Ethereum'],"{'Moonbeam': 18.04882, 'BSC': 731.12489, 'Dogechain': 352136.93106, 'Ethereum': 67956826.032, 'Avalanche': 64.17179, 'Polygon': 283023.71266, 'Arbitrum': 235.18268, 'Fantom': 59.99445}",68593095.19835001,"dict_keys(['Moonbeam', 'BSC', 'Dogechain', 'Ethereum', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom'])"
1279,HipPoWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 2960.52855},2960.52855,dict_keys(['EthereumPoW'])
1280,UniWswap AMM,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 167207.76326},167207.76326,dict_keys(['EthereumPoW'])
1281,PowSea,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 1684.71114},1684.71114,dict_keys(['EthereumPoW'])
1282,PoWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 44195.53672},44195.53672,dict_keys(['EthereumPoW'])
1283,Redemption,Dexes,Fantom,['Fantom'],{'Fantom': 65096.88584},65096.88584,dict_keys(['Fantom'])
1284,Capricorn Finance,Dexes,Cube,['Cube'],{'Cube': 91365.10165},91365.10165,dict_keys(['Cube'])
1285,Brainiac Finance,Lending,GodwokenV1,['GodwokenV1'],"{'pool2': 30889.89381, 'GodwokenV1-staking': 14738.05288, 'GodwokenV1-borrowed': 8300.75177, 'GodwokenV1': 67111.91629, 'GodwokenV1-pool2': 30889.89381, 'borrowed': 8300.75177, 'staking': 14738.05288}",174969.31321,"dict_keys(['pool2', 'GodwokenV1-staking', 'GodwokenV1-borrowed', 'GodwokenV1', 'GodwokenV1-pool2', 'borrowed', 'staking'])"
1286,AlienFi,Dexes,Arbitrum,['Arbitrum'],"{'Arbitrum-staking': 819266.8277, 'Arbitrum': 6742337.26688, 'staking': 819266.8277}",8380870.9222800005,"dict_keys(['Arbitrum-staking', 'Arbitrum', 'staking'])"
1287,KDex,Dexes,Kava,['Kava'],{'Kava': 1402.8},1402.8,dict_keys(['Kava'])
1288,VoltSwap V2,Dexes,Meter,['Meter'],{'Meter': 2856867.4226},2856867.4226,dict_keys(['Meter'])
1289,Lemma,Derivatives,Optimism,['Optimism'],{'Optimism': 233293.82764},233293.82764,dict_keys(['Optimism'])
1290,Infy Protocol,NFT Lending,Kava,['Polygon'],"{'Kava': 0, 'Polygon': 1.04479}",1.04479,"dict_keys(['Kava', 'Polygon'])"
1291,Fliperino,Prediction Market,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 2.63295},2.63295,dict_keys(['EthereumPoW'])
1292,DeFi Franc,CDP,Ethereum,['Ethereum'],"{'Ethereum': 16780617.18964, 'Ethereum-staking': 1984791.14474, 'staking': 1984791.14474}",20750199.47912,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
1293,FX Swap,Dexes,FunctionX,['FunctionX'],{'FunctionX': 1605211.40286},1605211.40286,dict_keys(['FunctionX'])
1294,Trader Joe Lend,Lending,Avalanche,['Avalanche'],"{'Avalanche': 9291388.32037, 'borrowed': 5029497.67001, 'Avalanche-borrowed': 5029497.67001}",19350383.66039,"dict_keys(['Avalanche', 'borrowed', 'Avalanche-borrowed'])"
1295,Sonne Finance,Lending,Optimism,['Optimism'],"{'Optimism': 48149725.45408, 'Optimism-borrowed': 108056756.59022, 'Optimism-staking': 5676338.36088, 'borrowed': 108056756.59022, 'staking': 5676338.36088}",275615915.35628,"dict_keys(['Optimism', 'Optimism-borrowed', 'Optimism-staking', 'borrowed', 'staking'])"
1296,Zircon Gamma,Dexes,Moonriver,['Moonriver'],"{'BSC': 36581.12478, 'Moonriver': 44342.96571}",80924.09049,"dict_keys(['BSC', 'Moonriver'])"
1297,DarkSwap,Dexes,Dogechain,['Dogechain'],{'Dogechain': 10415.06095},10415.06095,dict_keys(['Dogechain'])
1298,XSwap Protocol,Dexes,XDC,['XDC'],{'XDC': 3104014.56188},3104014.56188,dict_keys(['XDC'])
1299,X2Y2,NFT Lending,Ethereum,['Ethereum'],"{'Ethereum': 4409842.97998, 'Ethereum-staking': 29946373.00186, 'staking': 29946373.00186}",64302588.9837,"dict_keys(['Ethereum', 'Ethereum-staking', 'staking'])"
1300,Sushi Furo,Payments,Ethereum,['Ethereum'],"{'Optimism': 1.2072, 'Moonriver': 0, 'Gnosis-vesting': 0, 'Harmony-vesting': 0, 'Polygon-vesting': 6.0501, 'Harmony': 0, 'Fantom-vesting': 0, 'Avalanche-vesting': 814.52254, 'Moonriver-vesting': 0, 'BSC': 4.37177, 'Ethereum': 1346480.15026, 'Gnosis': 9.10849, 'vesting': 108306451.67584, 'Avalanche': 33.77336, 'Arbitrum': 1671.43064, 'Optimism-vesting': 2.81177, 'BSC-vesting': 1202395.07394, 'Moonbeam-vesting': 0, 'Fantom': 2.10635, 'Ethereum-vesting': 106154936.71481, 'Moonbeam': 0.40754, 'Polygon': 94640.11052, 'Arbitrum-vesting': 948296.50267}",218055746.0178,"dict_keys(['Optimism', 'Moonriver', 'Gnosis-vesting', 'Harmony-vesting', 'Polygon-vesting', 'Harmony', 'Fantom-vesting', 'Avalanche-vesting', 'Moonriver-vesting', 'BSC', 'Ethereum', 'Gnosis', 'vesting', 'Avalanche', 'Arbitrum', 'Optimism-vesting', 'BSC-vesting', 'Moonbeam-vesting', 'Fantom', 'Ethereum-vesting', 'Moonbeam', 'Polygon', 'Arbitrum-vesting'])"
1301,Roketo,Payments,Near,['Near'],"{'vesting': 38425.10921, 'Near-vesting': 38425.10921, 'Near': 41481.36827}",118331.58669,"dict_keys(['vesting', 'Near-vesting', 'Near'])"
1302,Ribbon Lend,Uncollateralized Lending,Ethereum,['Ethereum'],"{'Ethereum': 1767624.83744, 'Ethereum-borrowed': 37.89652, 'borrowed': 37.89652}",1767700.6304799998,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1303,Sushi Trident,Dexes,Polygon,['Bittorrent'],"{'Optimism': 2436119.46141, 'Metis': 159640.66523, 'Kava': 857984.16992, 'Bittorrent': 3442247.34282, 'BSC': 37163.73664, 'Avalanche': 66215.268, 'Polygon': 1540536.66214, 'Arbitrum': 1535492.72803}",10075400.03419,"dict_keys(['Optimism', 'Metis', 'Kava', 'Bittorrent', 'BSC', 'Avalanche', 'Polygon', 'Arbitrum'])"
1304,Lifinity,Dexes,Solana,['Solana'],{'Solana': 4109907.41878},4109907.41878,dict_keys(['Solana'])
1305,Zootopia Finance,Dexes,Binance,['BSC'],{'BSC': 8603.51995},8603.51995,dict_keys(['BSC'])
1306,EthwSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 3.62042},3.62042,dict_keys(['EthereumPoW'])
1307,Blue Planet,Dexes,Binance,['BSC'],{'BSC': 1270109.69989},1270109.69989,dict_keys(['BSC'])
1308,Amulet Protocol,Insurance,Solana,['Solana'],{'Solana': 111141.8},111141.8,dict_keys(['Solana'])
1309,SuperBots,Services,Binance,['BSC'],"{'pool2': 5.33546, 'BSC-pool2': 0, 'Ethereum-pool2': 5.33546, 'BSC': 1428.71967, 'BSC-staking': 11124.28226, 'Ethereum-staking': 22604.11867, 'staking': 33728.40094}",68896.19245999999,"dict_keys(['pool2', 'BSC-pool2', 'Ethereum-pool2', 'BSC', 'BSC-staking', 'Ethereum-staking', 'staking'])"
1310,PowerSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 91485.33018},91485.33018,dict_keys(['EthereumPoW'])
1311,OctoPow Finance,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 15962.70374},15962.70374,dict_keys(['EthereumPoW'])
1312,AlgoRai Finance,Options Vault,Algorand,['Algorand'],{'Algorand': 934991.91051},934991.91051,dict_keys(['Algorand'])
1313,AnyHedge v0.11,Derivatives,Bitcoincash,['Bitcoincash'],{'Bitcoincash': 838488.8},838488.8,dict_keys(['Bitcoincash'])
1314,LFGSwap EthereumPoW,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 173550.06195},173550.06195,dict_keys(['EthereumPoW'])
1315,DAO Swap,Dexes,Binance,['BSC'],{'BSC': 292057.46822},292057.46822,dict_keys(['BSC'])
1316,Morpho Aave,Lending,Ethereum,['Ethereum'],"{'Ethereum': 154281841.4775, 'Ethereum-borrowed': 219282569.27776, 'borrowed': 219282569.27776}",592846980.03302,"dict_keys(['Ethereum', 'Ethereum-borrowed', 'borrowed'])"
1317,BabyDogeSwap,Dexes,Binance,['BSC'],"{'BSC': 41386143.59701, 'BSC-staking': 15412669.79027, 'staking': 15412669.79027}",72211483.17755,"dict_keys(['BSC', 'BSC-staking', 'staking'])"
1318,CakeWSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 171.29026},171.29026,dict_keys(['EthereumPoW'])
1319,OHMPOW,Dexes,EthereumPoW,['EthereumPoW'],"{'EthereumPoW-staking': 0, 'EthereumPoW': 0, 'staking': 0}",0.0,"dict_keys(['EthereumPoW-staking', 'EthereumPoW', 'staking'])"
1320,Quickswap Lend,Lending,Polygon,['Polygon'],"{'Polygon': 1683.08162, 'Polygon-borrowed': 232216.31067, 'borrowed': 232216.31067}",466115.70296,"dict_keys(['Polygon', 'Polygon-borrowed', 'borrowed'])"
1321,GooseFX,Dexes,Binance,['Solana'],"{'Solana-staking': 135009.33798, 'Solana': 20642.44288, 'staking': 135009.33798}",290661.11884,"dict_keys(['Solana-staking', 'Solana', 'staking'])"
1322,Arctic,Dexes,Aurora,['Aurora'],{'Aurora': 438606.54377},438606.54377,dict_keys(['Aurora'])
1323,Fortress Loans,Lending,Binance,['BSC'],"{'BSC': 4755.84078, 'BSC-borrowed': 3382306.57161, 'borrowed': 3382306.57161}",6769368.984,"dict_keys(['BSC', 'BSC-borrowed', 'borrowed'])"
1324,TempleDAO Trade,Dexes,Ethereum,['Ethereum'],{'Ethereum': 0},0.0,dict_keys(['Ethereum'])
1325,PancakeSwap StableSwap,Dexes,Binance,['BSC'],{'BSC': 119960480.85459},119960480.85459,dict_keys(['BSC'])
1326,Subzero ZSwap,Dexes,Avalanche,['Avalanche'],{'Avalanche': 72338.12218},72338.12218,dict_keys(['Avalanche'])
1327,Algomint,Algo-Stables,Algorand,['Algorand'],{'Algorand': 62.6326},62.6326,dict_keys(['Algorand'])
1328,Ape Finance,Lending,Ethereum,['Ethereum'],"{'Ethereum': 371565.5194, 'pool2': 15273.21502, 'Ethereum-pool2': 15273.21502}",402111.94944,"dict_keys(['Ethereum', 'pool2', 'Ethereum-pool2'])"
1329,handle.fi Perps,Derivatives,Arbitrum,['Arbitrum'],{'Arbitrum': 1469307.55871},1469307.55871,dict_keys(['Arbitrum'])
1330,StableDoin,Dexes,Dogechain,['Dogechain'],{'Dogechain': 219.69454},219.69454,dict_keys(['Dogechain'])
1331,USDFI Lending,Lending,Binance,['BSC'],"{'BSC': 156881.99358, 'BSC-borrowed': 78254.98529, 'borrowed': 78254.98529}",313391.96416,"dict_keys(['BSC', 'BSC-borrowed', 'borrowed'])"
1332,Dolomite,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 1350828.61882},1350828.61882,dict_keys(['Arbitrum'])
1333,Real Protocol,CDP,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 0.1705},0.1705,dict_keys(['EthereumPoW'])
1334,ECHSWAP,Dexes,Echelon,['Echelon'],{'Echelon': 0},0.0,dict_keys(['Echelon'])
1335,Omnidex Lend,Lending,Telos,['Telos'],"{'Telos-borrowed': 821446.37164, 'Telos': 1138978.61026, 'borrowed': 821446.37164}",2781871.35354,"dict_keys(['Telos-borrowed', 'Telos', 'borrowed'])"
1336,Beluga Protocol,Dexes,Solana,['Solana'],{'Solana': 303.5689},303.5689,dict_keys(['Solana'])
1337,Gravis Finance,Dexes,Binance,['BSC'],"{'BSC': 30359.04287, 'Heco': 803.59191, 'Polygon': 12947.18774}",44109.82252,"dict_keys(['BSC', 'Heco', 'Polygon'])"
1338,ION DAO,Synthetics,Osmosis,['Osmosis'],{'Osmosis': 1718703.6681},1718703.6681,dict_keys(['Osmosis'])
1339,PRDT,Prediction Market,Binance,['BSC'],"{'BSC': 43582.01553, 'Polygon': 31760.12571}",75342.14124,"dict_keys(['BSC', 'Polygon'])"
1340,Pando Rings,Lending,Mixin,['Mixin'],"{'Mixin': 11560322.07567, 'borrowed': 6892948.19226, 'Mixin-borrowed': 6892948.19226}",25346218.460190002,"dict_keys(['Mixin', 'borrowed', 'Mixin-borrowed'])"
1341,Pando Leaf,CDP,Mixin,['Mixin'],{'Mixin': 63053324.55907},63053324.55907,dict_keys(['Mixin'])
1342,Argo,CDP,Aptos,['Aptos'],{'Aptos': 191638.56492},191638.56492,dict_keys(['Aptos'])
1343,LiquidSwap,Dexes,Aptos,['Aptos'],{'Aptos': 8402601.88465},8402601.88465,dict_keys(['Aptos'])
1344,Frog Swap,Dexes,Kekchain,['Kekchain'],{'Kekchain': 177.9705},177.9705,dict_keys(['Kekchain'])
1345,KekSwap,Dexes,Kekchain,['Kekchain'],{'Kekchain': 241.88731},241.88731,dict_keys(['Kekchain'])
1346,WEMIX.FI,Dexes,WEMIX,['WEMIX'],{'WEMIX': 14447945.80954},14447945.80954,dict_keys(['WEMIX'])
1347,AUX Exchange,Dexes,Aptos,['Aptos'],{'Aptos': 111402.92179},111402.92179,dict_keys(['Aptos'])
1348,AnimeSwap,Dexes,Aptos,['Aptos'],{'Aptos': 237592.70552},237592.70552,dict_keys(['Aptos'])
1349,Vendor Finance,Lending,Arbitrum,['Arbitrum'],{'Arbitrum': 35968.08352},35968.08352,dict_keys(['Arbitrum'])
1350,Wavelength DAO,Dexes,Velas,['Velas'],{'Velas': 1693703.39181},1693703.39181,dict_keys(['Velas'])
1351,Aptoswap,Dexes,Aptos,['Aptos'],{'Aptos': 63174.60133},63174.60133,dict_keys(['Aptos'])
1352,JOJO,Derivatives,Binance,['BSC'],{'BSC': 0.00174},0.00174,dict_keys(['BSC'])
1353,AtoDEX,Dexes,Aptos,['Aptos'],{'Aptos': 36952.44576},36952.44576,dict_keys(['Aptos'])
1354,Cega,Exotic Options,Solana,['Solana'],"{'Solana-borrowed': 1733093.5218, 'Solana': 13188844.05346, 'borrowed': 1733093.5218}",16655031.09706,"dict_keys(['Solana-borrowed', 'Solana', 'borrowed'])"
1355,Aries Markets,Lending,Aptos,['Aptos'],"{'Aptos-borrowed': 139836.07197, 'Aptos': 786600.71303, 'borrowed': 139836.07197}",1066272.8569699998,"dict_keys(['Aptos-borrowed', 'Aptos', 'borrowed'])"
1356,Silo Protocol,Options Vault,Algorand,['Algorand'],{'Algorand': 98.79921},98.79921,dict_keys(['Algorand'])
1357,PaperDAO,Lending,EthereumPoW,['EthereumPoW'],"{'EthereumPoW-borrowed': 7177.19689, 'EthereumPoW': 526.6162, 'borrowed': 7177.19689}",14881.00998,"dict_keys(['EthereumPoW-borrowed', 'EthereumPoW', 'borrowed'])"
1358,Spherium,Cross Chain,Ethereum,['Polygon'],"{'Optimism': 2915.22184, 'Cronos': 0, 'OKExChain': 0, 'Moonriver': 0, 'KCC': 0, 'Moonbeam': 0, 'BSC': 3027.79963, 'Ethereum': 4621.43172, 'Aurora': 0, 'Avalanche': 3123.02323, 'Polygon': 9415.7509, 'Arbitrum': 2780.92667, 'Fantom': 4087.09443}",29971.24842,"dict_keys(['Optimism', 'Cronos', 'OKExChain', 'Moonriver', 'KCC', 'Moonbeam', 'BSC', 'Ethereum', 'Aurora', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom'])"
1359,MinerSwap,Dexes,EthereumPoW,['EthereumPoW'],{'EthereumPoW': 0.00028},0.00028,dict_keys(['EthereumPoW'])
1360,Evolve,Lending,Cronos,['Cronos'],"{'Cronos-borrowed': 144428.96078, 'Cronos': 486.2206, 'borrowed': 144428.96078}",289344.14216,"dict_keys(['Cronos-borrowed', 'Cronos', 'borrowed'])"
1361,Quickswap V3,Dexes,Polygon,['Polygon'],"{'Dogechain': 1700744.2136, 'Polygon': 53801479.45273}",55502223.66633,"dict_keys(['Dogechain', 'Polygon'])"
